slug,event_timestamp,event_datetime,date,hour,minute,day_of_week,winner,winner_binary,volume,last_trade_price,best_bid,best_ask,spread,closed,btc_open,btc_close,btc_high,btc_low,btc_return,btc_volatility,btc_range,n_trades,n_unique_traders,total_trade_size,avg_trade_price,up_buy_pct,implied_prob_5min,implied_prob_4min,implied_prob_3min,implied_prob_2min,implied_prob_1min
btc-updown-5m-1770882300,1770882300,2026-02-12 07:45:00 UTC,2026-02-12,7,45,Thursday,Up,1,19849.690212,0.99,0.99,1,0.01,True,67108.15,67151.99,67173.21,67090.01,0.00065327,7.38e-05,0.00123979,501,146,23773.9511,0.5941,0.3293,0.5,0.3824,0.6957,0.7601,0.4664
btc-updown-5m-1770882600,1770882600,2026-02-12 07:50:00 UTC,2026-02-12,7,50,Thursday,Down,0,13519.483296,0.9,0.91,0.93,0.02,True,67151.99,67110.75,67198.34,67110.75,-0.00061413,5.463e-05,0.00130435,394,124,25979.4306,0.6412,0.3604,0.49,0.616,0.6723,0.69,0.81
btc-updown-5m-1770882900,1770882900,2026-02-12 07:55:00 UTC,2026-02-12,7,55,Thursday,Up,1,10010.502809,0.95,0.92,0.95,0.03,True,67113.56,67217.72,67240.46,67113.55,0.001552,4.14e-05,0.00189097,303,143,22240.2686,0.4449,0.4191,0.5,0.65,0.8,0.912,0.9712
btc-updown-5m-1770883200,1770883200,2026-02-12 08:00:00 UTC,2026-02-12,8,0,Thursday,Down,0,25645.792659,0.8,0.6,0.65,0.05,True,67222.7,67169.77,67300.0,67162.63,-0.00078738,8.728e-05,0.00204351,674,148,34202.9754,0.5883,0.3249,0.5,0.59,0.7363,0.47,0.68
btc-updown-5m-1770883500,1770883500,2026-02-12 08:05:00 UTC,2026-02-12,8,5,Thursday,Up,1,18663.200061,0.99,0.94,0.98,0.04,True,67169.78,67299.63,67337.89,67084.3,0.00193316,8.617e-05,0.00377536,578,162,31523.9203,0.5499,0.3616,0.5,0.26,0.7039,0.7972,0.92
btc-updown-5m-1770883800,1770883800,2026-02-12 08:10:00 UTC,2026-02-12,8,10,Thursday,Down,0,13094.965541,0.15,0.09,0.1,0.01,True,67299.64,67248.48,67299.64,67201.55,-0.00076018,5.062e-05,0.00145751,283,153,19252.9236,0.625,0.3074,0.52,0.4186,0.3676,0.34,0.1227
btc-updown-5m-1770884100,1770884100,2026-02-12 08:15:00 UTC,2026-02-12,8,15,Thursday,Down,0,15127.893383,0.11,0.04,0.06,0.02,True,67239.76,67068.37,67239.76,67061.83,-0.00254894,6.486e-05,0.0026462,471,203,41397.6278,0.648,0.2314,0.4613,0.34,0.33,0.292,0.01
btc-updown-5m-1770884400,1770884400,2026-02-12 08:20:00 UTC,2026-02-12,8,20,Thursday,Up,1,47109.608436,0.99,0.35,0.4,0.05,True,67068.37,67083.53,67123.25,67014.21,0.00022604,6.272e-05,0.0016258,611,173,44641.823,0.424,0.3601,0.49,0.5878,0.4675,0.3536,0.3897
btc-updown-5m-1770884700,1770884700,2026-02-12 08:25:00 UTC,2026-02-12,8,25,Thursday,Down,0,84100.409776,0.001,,0.01,0.01,True,67064.31,66932.0,67064.31,66891.61,-0.00197288,6.369e-05,0.00257514,377,176,81961.6821,0.1866,0.3607,0.51,0.4523,0.3975,0.05,0.01
btc-updown-5m-1770885000,1770885000,2026-02-12 08:30:00 UTC,2026-02-12,8,30,Thursday,Up,1,37862.734057,0.999,0.99,1,0.01,True,66932.0,66981.02,67016.0,66910.81,0.00073239,7.646e-05,0.0015716,501,174,35555.4811,0.5455,0.3832,0.51,0.5821,0.48,0.54,0.9
btc-updown-5m-1770885300,1770885300,2026-02-12 08:35:00 UTC,2026-02-12,8,35,Thursday,Up,1,53897.49049,0.999,0.99,1,0.01,True,66984.02,66986.89,67040.19,66948.46,4.285e-05,6.702e-05,0.00136943,635,149,51356.5811,0.5277,0.3669,0.49,0.6183,0.67,0.52,0.5212
btc-updown-5m-1770885600,1770885600,2026-02-12 08:40:00 UTC,2026-02-12,8,40,Thursday,Down,0,63423.395337,0.001,,0.01,0.01,True,66989.8,66973.75,67071.23,66973.75,-0.00023959,6.843e-05,0.00145515,504,167,61197.9337,0.3779,0.3889,0.49,0.7572,0.6873,0.8,0.6667
btc-updown-5m-1770885900,1770885900,2026-02-12 08:45:00 UTC,2026-02-12,8,45,Thursday,Up,1,11164.657179,0.8,0.77,0.79,0.02,True,66977.36,67000.0,67038.42,66973.65,0.00033802,3.884e-05,0.00096704,472,159,25666.0676,0.5639,0.3453,0.5,0.69,0.6476,0.75,0.8
btc-updown-5m-1770886200,1770886200,2026-02-12 08:50:00 UTC,2026-02-12,8,50,Thursday,Up,1,30356.865407,0.99,0.99,1,0.01,True,67000.0,67102.21,67102.21,66999.99,0.00152552,5.649e-05,0.00152567,503,213,27661.653,0.7066,0.499,0.5,0.656,0.65,0.703,0.8695
btc-updown-5m-1770886500,1770886500,2026-02-12 08:55:00 UTC,2026-02-12,8,55,Thursday,Up,1,38475.691077,0.999,0.99,1,0.01,True,67113.25,67141.15,67152.84,67085.9,0.00041572,3.438e-05,0.00099742,449,188,35879.1711,0.4265,0.4321,0.51,0.5642,0.5918,0.6687,0.7695
btc-updown-5m-1770886800,1770886800,2026-02-12 09:00:00 UTC,2026-02-12,9,0,Thursday,Down,0,18523.854776,0.1,0.08,0.09,0.01,True,67141.14,67123.8,67141.15,67054.01,-0.00025826,6.436e-05,0.00129786,542,216,32447.5841,0.5124,0.2989,0.51,0.37,0.21,0.29,0.1982
btc-updown-5m-1770887100,1770887100,2026-02-12 09:05:00 UTC,2026-02-12,9,5,Thursday,Down,0,27223.131473,0.01,,0.01,0.01,True,67117.09,67072.52,67122.7,67050.0,-0.00066406,4.876e-05,0.00108318,448,180,26461.8804,0.5214,0.3192,0.5401,0.49,0.4,0.2926,0.1249
btc-updown-5m-1770887400,1770887400,2026-02-12 09:10:00 UTC,2026-02-12,9,10,Thursday,Up,1,28956.208435,0.999,0.99,1,0.01,True,67072.52,67187.84,67227.99,67064.0,0.00171933,9.021e-05,0.00244497,527,198,26392.056,0.4454,0.334,0.51,0.79,0.8936,0.94,0.94
btc-updown-5m-1770887700,1770887700,2026-02-12 09:15:00 UTC,2026-02-12,9,15,Thursday,Up,1,35066.008445,0.999,0.99,1,0.01,True,67173.26,67214.66,67268.76,67166.0,0.00061632,5.805e-05,0.00152978,661,194,32526.6517,0.5836,0.3843,0.47,0.6139,0.63,0.85,0.907
btc-updown-5m-1770888000,1770888000,2026-02-12 09:20:00 UTC,2026-02-12,9,20,Thursday,Up,1,14821.78195,0.94,0.91,0.93,0.02,True,67214.66,67277.21,67288.1,67208.93,0.0009306,5.031e-05,0.00117787,506,207,24408.2738,0.5273,0.4308,0.5,0.4807,0.76,0.8066,0.9386
btc-updown-5m-1770888300,1770888300,2026-02-12 09:25:00 UTC,2026-02-12,9,25,Thursday,Up,1,38730.751335,0.99,0.99,1,0.01,True,67277.2,67296.77,67325.57,67235.52,0.00029089,7.339e-05,0.00133849,758,233,40410.5009,0.5819,0.4855,0.4993,0.372,0.3157,0.5789,0.7435
btc-updown-5m-1770888600,1770888600,2026-02-12 09:30:00 UTC,2026-02-12,9,30,Thursday,Up,1,47794.955231,0.999,0.99,1,0.01,True,67296.76,67464.08,67470.1,67248.09,0.0024863,7.832e-05,0.00329897,676,164,44190.0496,0.4686,0.4349,0.49,0.37,0.2698,0.49,0.94
btc-updown-5m-1770888900,1770888900,2026-02-12 09:35:00 UTC,2026-02-12,9,35,Thursday,Down,0,40953.209524,0.01,,0.01,0.01,True,67445.74,67374.51,67467.17,67366.52,-0.00105611,7.256e-05,0.00149231,778,216,41321.8484,0.6052,0.3432,0.49,0.44,0.2128,0.3,0.04
btc-updown-5m-1770889200,1770889200,2026-02-12 09:40:00 UTC,2026-02-12,9,40,Thursday,Up,1,25608.946275,0.86,0.86,0.88,0.02,True,67374.52,67422.01,67451.36,67364.43,0.00070487,5.004e-05,0.00129025,650,207,35760.2915,0.6242,0.4569,0.5,0.59,0.59,0.7883,0.886
btc-updown-5m-1770889500,1770889500,2026-02-12 09:45:00 UTC,2026-02-12,9,45,Thursday,Down,0,24443.137132,0.22,0.19,0.21,0.02,True,67422.01,67375.72,67466.71,67358.64,-0.00068657,6.05e-05,0.00160289,788,227,42490.9069,0.5665,0.3414,0.52,0.6326,0.47,0.1863,0.2258
btc-updown-5m-1770889800,1770889800,2026-02-12 09:50:00 UTC,2026-02-12,9,50,Thursday,Up,1,28312.664528,0.99,0.99,1,0.01,True,67375.73,67508.93,67559.99,67348.81,0.00197697,6.972e-05,0.00313436,572,164,36544.49,0.4526,0.4441,0.47,0.44,0.78,0.8,0.9833
btc-updown-5m-1770890100,1770890100,2026-02-12 09:55:00 UTC,2026-02-12,9,55,Thursday,Up,1,50342.022878,0.99,0.99,1,0.01,True,67508.92,67550.47,67699.09,67493.42,0.00061547,0.0001382,0.00304656,1000,236,51101.4733,0.5354,0.369,0.49,0.6531,0.94,0.8588,0.95
btc-updown-5m-1770890400,1770890400,2026-02-12 10:00:00 UTC,2026-02-12,10,0,Thursday,Down,0,43817.175864,0.01,,0.01,0.01,True,67546.54,67546.54,67610.0,67505.56,0.0,6.316e-05,0.00154619,759,157,40720.4056,0.5232,0.3426,0.4984,0.4555,0.3854,0.42,0.5778
btc-updown-5m-1770890700,1770890700,2026-02-12 10:05:00 UTC,2026-02-12,10,5,Thursday,Down,0,44826.737153,0.01,,0.01,0.01,True,67546.54,67539.19,67632.26,67523.09,-0.00010881,7.109e-05,0.00161622,806,199,41639.1365,0.549,0.3685,0.5,0.5508,0.69,0.8778,0.64
btc-updown-5m-1770891000,1770891000,2026-02-12 10:10:00 UTC,2026-02-12,10,10,Thursday,Up,1,71646.088656,0.99,0.17,0.19,0.02,True,67539.19,67570.54,67570.54,67475.98,0.00046417,7.424e-05,0.00140008,723,212,68514.221,0.426,0.3292,0.4842,0.43,0.58,0.27,0.3
btc-updown-5m-1770891300,1770891300,2026-02-12 10:15:00 UTC,2026-02-12,10,15,Thursday,Down,0,46319.36807,0.01,0.42,0.43,0.01,True,67550.61,67503.02,67550.99,67473.25,-0.00070451,6.016e-05,0.00115084,732,206,43753.5986,0.5906,0.4194,0.5,0.27,0.3,0.13,0.25
btc-updown-5m-1770891600,1770891600,2026-02-12 10:20:00 UTC,2026-02-12,10,20,Thursday,Down,0,25496.02618,0.02,0.01,0.02,0.01,True,67503.01,67424.25,67535.7,67424.24,-0.00116676,3.571e-05,0.00165119,475,173,27711.2345,0.5506,0.3768,0.52,0.4981,0.59,0.3025,0.0842
btc-updown-5m-1770891900,1770891900,2026-02-12 10:25:00 UTC,2026-02-12,10,25,Thursday,Up,1,32569.002709,0.999,0.999,1,0.001,True,67424.25,67609.81,67612.02,67424.25,0.00275213,5.812e-05,0.0027849,344,175,31648.2724,0.5655,0.4186,0.48,0.8146,0.93,0.95,0.99
btc-updown-5m-1770892200,1770892200,2026-02-12 10:30:00 UTC,2026-02-12,10,30,Thursday,Up,1,36804.343882,0.999,0.999,1,0.001,True,67609.8,67730.27,67849.99,67609.8,0.00178184,9.274e-05,0.00355259,608,200,45014.3745,0.42,0.3158,0.51,0.59,0.89,0.96,0.99
btc-updown-5m-1770892500,1770892500,2026-02-12 10:35:00 UTC,2026-02-12,10,35,Thursday,Up,1,27013.483946,0.62,0.63,0.65,0.02,True,67749.04,67738.99,67806.41,67700.86,-0.00014834,7.142e-05,0.00155796,1070,216,58266.566,0.5063,0.3607,0.486,0.54,0.81,0.7386,0.8
btc-updown-5m-1770892800,1770892800,2026-02-12 10:40:00 UTC,2026-02-12,10,40,Thursday,Down,0,39128.879126,0.01,,0.01,0.01,True,67738.98,67665.99,67738.99,67639.23,-0.00107752,4.478e-05,0.00147271,653,202,43824.5848,0.5618,0.4349,0.4731,0.33,0.2912,0.15,0.034
btc-updown-5m-1770893100,1770893100,2026-02-12 10:45:00 UTC,2026-02-12,10,45,Thursday,Up,1,42908.958702,0.99,0.99,1,0.01,True,67665.99,67838.54,67911.81,67655.07,0.00255003,0.00010648,0.00379423,729,204,42605.613,0.5339,0.3512,0.5,0.48,0.7644,0.94,0.99
btc-updown-5m-1770893400,1770893400,2026-02-12 10:50:00 UTC,2026-02-12,10,50,Thursday,Up,1,43400.257624,0.42,0.43,0.44,0.01,True,67824.06,67904.79,67915.0,67787.43,0.00119029,9.193e-05,0.0018809,1454,222,95696.4125,0.5538,0.3934,0.46,0.33,0.56,0.7368,0.8944
btc-updown-5m-1770893700,1770893700,2026-02-12 10:55:00 UTC,2026-02-12,10,55,Thursday,Up,1,79732.150849,0.99,0.99,1,0.01,True,67904.8,68014.01,68026.6,67850.75,0.00160828,7.987e-05,0.00258965,1281,227,78203.4879,0.4984,0.3747,0.5,0.46,0.4892,0.77,0.9
btc-updown-5m-1770894000,1770894000,2026-02-12 11:00:00 UTC,2026-02-12,11,0,Thursday,Up,1,76932.181696,0.99,0.99,1,0.01,True,68019.72,68036.8,68117.19,67938.19,0.0002511,0.00011216,0.00263159,1487,256,86773.1435,0.4539,0.4149,0.4891,0.26,0.37,0.7798,0.8221
btc-updown-5m-1770894300,1770894300,2026-02-12 11:05:00 UTC,2026-02-12,11,5,Thursday,Down,0,44821.451301,0.09,0.06,0.07,0.01,True,68036.8,67942.08,68105.88,67924.14,-0.00139219,8.696e-05,0.0026712,1009,240,55170.032,0.5542,0.3707,0.5,0.48,0.16,0.1145,0.03
btc-updown-5m-1770894600,1770894600,2026-02-12 11:10:00 UTC,2026-02-12,11,10,Thursday,Down,0,50111.511111,0.01,,0.01,0.01,True,67942.09,67906.74,67942.09,67749.5,-0.0005203,0.00013597,0.00283462,731,249,46118.2256,0.6352,0.4131,0.46,0.1,0.14,0.11,0.06
btc-updown-5m-1770894900,1770894900,2026-02-12 11:15:00 UTC,2026-02-12,11,15,Thursday,Up,1,52798.4331,0.99,0.99,1,0.01,True,67902.56,67940.66,67998.99,67836.83,0.0005611,8.114e-05,0.00238813,1019,259,54930.263,0.5589,0.4004,0.4621,0.37,0.3309,0.83,0.8911
btc-updown-5m-1770895200,1770895200,2026-02-12 11:20:00 UTC,2026-02-12,11,20,Thursday,Up,1,34614.758151,0.99,0.99,1,0.01,True,67940.67,68090.54,68094.28,67932.85,0.0022059,7.143e-05,0.00237604,528,189,33629.8224,0.5764,0.4186,0.48,0.69,0.71,0.92,0.99
btc-updown-5m-1770895500,1770895500,2026-02-12 11:25:00 UTC,2026-02-12,11,25,Thursday,Up,1,60893.622462,0.99,0.99,1,0.01,True,68090.54,68208.64,68258.08,68027.53,0.00173446,0.00011153,0.00338593,1037,245,76299.3909,0.3832,0.3848,0.44,0.29,0.54,0.49,0.9463
btc-updown-5m-1770895800,1770895800,2026-02-12 11:30:00 UTC,2026-02-12,11,30,Thursday,Down,0,48142.044603,0.25,0.19,0.2,0.01,True,68201.03,68175.99,68281.01,68114.21,-0.00036715,9.496e-05,0.00244571,1179,243,59523.0464,0.53,0.3944,0.4882,0.61,0.59,0.32,0.1281
btc-updown-5m-1770896100,1770896100,2026-02-12 11:35:00 UTC,2026-02-12,11,35,Thursday,Down,0,32027.116792,0.13,0.1,0.12,0.02,True,68176.0,68140.2,68176.0,68079.74,-0.00052511,6.816e-05,0.00141193,864,230,49291.774,0.5654,0.4606,0.4805,0.3524,0.28,0.16,0.0713
btc-updown-5m-1770896400,1770896400,2026-02-12 11:40:00 UTC,2026-02-12,11,40,Thursday,Down,0,41416.794994,0.01,,0.01,0.01,True,68140.2,68084.79,68140.2,68033.91,-0.00081318,5.541e-05,0.00155987,626,224,39685.6859,0.5776,0.4281,0.54,0.3337,0.15,0.09,0.1003
btc-updown-5m-1770896700,1770896700,2026-02-12 11:45:00 UTC,2026-02-12,11,45,Thursday,Up,1,44638.280878,0.28,0.22,0.25,0.03,True,68085.73,68089.4,68116.88,68037.04,5.39e-05,6.036e-05,0.00117264,1044,242,65993.5734,0.5646,0.3956,0.55,0.51,0.42,0.25,0.2072
btc-updown-5m-1770897000,1770897000,2026-02-12 11:50:00 UTC,2026-02-12,11,50,Thursday,Up,1,17656.183244,0.16,0.18,0.19,0.01,True,68089.4,68113.06,68164.28,68009.56,0.00034748,6.786e-05,0.00227231,1038,223,61661.3701,0.4824,0.4528,0.55,0.3309,0.2121,0.2093,0.82
btc-updown-5m-1770897300,1770897300,2026-02-12 11:55:00 UTC,2026-02-12,11,55,Thursday,Down,0,33990.612537,0.46,0.38,0.4,0.02,True,68113.06,68076.01,68177.07,68073.91,-0.00054395,7.94e-05,0.00151454,1010,211,67819.7752,0.5599,0.3881,0.5,0.6256,0.53,0.32,0.45
btc-updown-5m-1770897600,1770897600,2026-02-12 12:00:00 UTC,2026-02-12,12,0,Thursday,Down,0,19169.108084,0.21,0.2,0.21,0.01,True,68068.95,67941.78,68162.01,67938.5,-0.00186825,9.051e-05,0.00328358,805,220,50180.9867,0.4747,0.3702,0.5,0.62,0.305,0.18,0.1
btc-updown-5m-1770897900,1770897900,2026-02-12 12:05:00 UTC,2026-02-12,12,5,Thursday,Down,0,41786.159283,0.01,,0.01,0.01,True,67923.01,67940.28,67987.13,67882.48,0.00025426,7.552e-05,0.00154071,897,216,73076.7411,0.4444,0.4192,0.5,0.45,0.38,0.34,0.82
btc-updown-5m-1770898200,1770898200,2026-02-12 12:10:00 UTC,2026-02-12,12,10,Thursday,Up,1,33135.28441,0.62,0.63,0.64,0.01,True,67940.28,68022.23,68055.07,67934.0,0.00120621,8.365e-05,0.00178201,770,226,48715.7799,0.5705,0.3494,0.52,0.6519,0.64,0.59,0.68
btc-updown-5m-1770898500,1770898500,2026-02-12 12:15:00 UTC,2026-02-12,12,15,Thursday,Down,0,43323.894929,0.01,,0.01,0.01,True,68023.9,67923.49,68049.69,67905.04,-0.0014761,6.197e-05,0.00212646,654,223,42639.4002,0.5678,0.3899,0.516,0.45,0.55,0.26,0.0912
btc-updown-5m-1770898800,1770898800,2026-02-12 12:20:00 UTC,2026-02-12,12,20,Thursday,Down,0,43797.372022,0.1,0.1,0.11,0.01,True,67923.49,67860.57,67982.31,67853.34,-0.00092634,7.544e-05,0.00189875,1048,253,56183.2393,0.5776,0.4046,0.5,0.66,0.68,0.4,0.1347
btc-updown-5m-1770899100,1770899100,2026-02-12 12:25:00 UTC,2026-02-12,12,25,Thursday,Up,1,30171.146719,0.99,0.99,1,0.01,True,67860.57,67985.12,68014.66,67860.57,0.00183538,6.178e-05,0.00227069,500,222,29570.9631,0.583,0.36,0.4979,0.64,0.74,0.7612,0.99
btc-updown-5m-1770899400,1770899400,2026-02-12 12:30:00 UTC,2026-02-12,12,30,Thursday,Down,0,35797.281296,0.01,,0.01,0.01,True,67985.12,67885.29,68002.46,67869.3,-0.00146841,5.886e-05,0.00195866,690,228,41524.7603,0.6048,0.3899,0.51,0.58,0.4901,0.18,0.03
btc-updown-5m-1770899700,1770899700,2026-02-12 12:35:00 UTC,2026-02-12,12,35,Thursday,Up,1,51396.585265,0.99,0.99,1,0.01,True,67885.29,67902.79,67923.99,67852.57,0.00025779,6.698e-05,0.00105207,939,199,49905.2021,0.5614,0.3972,0.48,0.64,0.3923,0.67,0.443
btc-updown-5m-1770900000,1770900000,2026-02-12 12:40:00 UTC,2026-02-12,12,40,Thursday,Down,0,34953.804456,0.13,0.27,0.47,0.2,True,67925.61,67872.87,67966.22,67850.0,-0.00077644,7.124e-05,0.00171099,817,175,45178.2332,0.5638,0.3635,0.5197,0.75,0.7641,0.31,0.61
btc-updown-5m-1770900300,1770900300,2026-02-12 12:45:00 UTC,2026-02-12,12,45,Thursday,Up,1,54567.149259,0.99,0.99,1,0.01,True,67872.88,67913.99,67913.99,67800.58,0.00060569,7.052e-05,0.00167092,982,207,66504.0447,0.593,0.4287,0.5586,0.41,0.44,0.5857,0.78
btc-updown-5m-1770900600,1770900600,2026-02-12 12:50:00 UTC,2026-02-12,12,50,Thursday,Down,0,52357.901902,0.01,,0.01,0.01,True,67913.99,67788.22,67945.99,67760.0,-0.0018519,7.417e-05,0.00273861,791,224,50208.3102,0.5397,0.3603,0.49,0.61,0.51,0.55,0.04
btc-updown-5m-1770900900,1770900900,2026-02-12 12:55:00 UTC,2026-02-12,12,55,Thursday,Up,1,45213.460399,0.91,0.91,0.92,0.01,True,67784.34,67865.31,67871.05,67720.02,0.00119452,6.657e-05,0.0022281,1000,256,65113.7899,0.5477,0.418,0.53,0.4074,0.22,0.4133,0.92
btc-updown-5m-1770901200,1770901200,2026-02-12 13:00:00 UTC,2026-02-12,13,0,Thursday,Down,0,40349.945964,0.03,0.01,0.03,0.02,True,67857.04,67763.68,67885.35,67738.62,-0.00137583,6.444e-05,0.00216234,661,228,54600.4173,0.6109,0.4463,0.47,0.506,0.2146,0.0515,0.04
btc-updown-5m-1770901500,1770901500,2026-02-12 13:05:00 UTC,2026-02-12,13,5,Thursday,Up,1,44169.179617,0.04,0.06,0.07,0.01,True,67775.99,67818.45,67830.82,67683.23,0.00062648,8.855e-05,0.00217761,930,276,67314.2946,0.5957,0.4688,0.5,0.3722,0.1867,0.14,0.1198
btc-updown-5m-1770901800,1770901800,2026-02-12 13:10:00 UTC,2026-02-12,13,10,Thursday,Up,1,51779.287774,0.79,0.81,0.83,0.02,True,67815.23,67844.3,67866.57,67780.21,0.00042866,6.155e-05,0.00127346,886,224,69018.0607,0.5781,0.4221,0.52,0.47,0.4532,0.491,0.68
btc-updown-5m-1770902100,1770902100,2026-02-12 13:15:00 UTC,2026-02-12,13,15,Thursday,Up,1,44829.079834,0.999,0.999,1,0.001,True,67844.58,67999.12,68049.99,67837.35,0.00227785,9.19e-05,0.00313422,502,220,44795.6867,0.5077,0.2988,0.4762,0.902,0.9812,0.99,0.99
btc-updown-5m-1770902400,1770902400,2026-02-12 13:20:00 UTC,2026-02-12,13,20,Thursday,Down,0,76067.783992,0.04,0.01,0.04,0.03,True,68007.67,67950.01,68048.09,67950.0,-0.00084785,6.293e-05,0.00144234,910,258,84040.2301,0.613,0.3846,0.5172,0.59,0.41,0.4919,0.01
btc-updown-5m-1770902700,1770902700,2026-02-12 13:25:00 UTC,2026-02-12,13,25,Thursday,Down,0,44793.698144,0.001,,0.001,0.001,True,67950.01,67769.42,67950.01,67691.75,-0.00265769,8.98e-05,0.00380074,511,209,50325.1316,0.3355,0.5382,0.5,0.09,0.03,0.01,0.01
btc-updown-5m-1770903000,1770903000,2026-02-12 13:30:00 UTC,2026-02-12,13,30,Thursday,Up,1,43106.394655,0.98,0.97,0.98,0.01,True,67769.42,67962.45,68000.31,67729.34,0.00284833,0.00013288,0.00399841,890,283,73255.2434,0.4221,0.3865,0.544,0.92,0.71,0.8144,0.96
btc-updown-5m-1770903300,1770903300,2026-02-12 13:35:00 UTC,2026-02-12,13,35,Thursday,Down,0,30630.046947,0.66,0.67,0.7,0.03,True,67954.9,67938.71,67994.98,67892.57,-0.00023825,7.673e-05,0.00150703,963,276,61554.8651,0.5608,0.3832,0.4857,0.4654,0.4241,0.6028,0.39
btc-updown-5m-1770903600,1770903600,2026-02-12 13:40:00 UTC,2026-02-12,13,40,Thursday,Up,1,40489.564059,0.99,0.99,1,0.01,True,67945.59,68116.83,68170.75,67945.59,0.00252025,7.754e-05,0.00331383,470,197,38221.4547,0.4641,0.3745,0.5,0.75,0.85,0.88,0.99
btc-updown-5m-1770903900,1770903900,2026-02-12 13:45:00 UTC,2026-02-12,13,45,Thursday,Down,0,69264.444962,0.01,,0.01,0.01,True,68116.81,68005.89,68154.04,67981.25,-0.00162838,8.414e-05,0.00253667,829,286,67241.2511,0.5481,0.415,0.4515,0.4494,0.33,0.22,0.2
btc-updown-5m-1770904200,1770904200,2026-02-12 13:50:00 UTC,2026-02-12,13,50,Thursday,Up,1,58241.115938,0.99,0.99,1,0.01,True,68018.23,68054.89,68115.71,67982.37,0.00053897,9.029e-05,0.00196036,943,257,56753.4939,0.5704,0.368,0.51,0.544,0.54,0.8,0.91
btc-updown-5m-1770904500,1770904500,2026-02-12 13:55:00 UTC,2026-02-12,13,55,Thursday,Up,1,27564.772268,0.99,0.99,1,0.01,True,68054.89,68376.58,68394.81,68054.88,0.00472692,0.00012548,0.00499494,544,218,49353.4389,0.4146,0.3217,0.5196,0.73,0.8164,0.99,0.99
btc-updown-5m-1770904800,1770904800,2026-02-12 14:00:00 UTC,2026-02-12,14,0,Thursday,Down,0,45193.824991,0.01,,0.01,0.01,True,68369.59,68008.46,68410.52,67989.17,-0.00528203,0.00010826,0.00616283,560,224,42945.098,0.567,0.4607,0.46,0.1708,0.0578,0.01,0.01
btc-updown-5m-1770905100,1770905100,2026-02-12 14:05:00 UTC,2026-02-12,14,5,Thursday,Down,0,56987.667342,0.01,,0.01,0.01,True,68011.63,67983.45,68036.59,67852.0,-0.00041434,9.22e-05,0.00271409,813,319,55086.8882,0.5229,0.3911,0.53,0.53,0.22,0.05,0.03
btc-updown-5m-1770905400,1770905400,2026-02-12 14:10:00 UTC,2026-02-12,14,10,Thursday,Up,1,55840.818568,0.99,0.99,1,0.01,True,67983.45,68016.28,68109.33,67983.45,0.00048291,8.454e-05,0.00185163,794,295,52207.3299,0.5276,0.4055,0.53,0.8177,0.7446,0.7228,0.9
btc-updown-5m-1770905700,1770905700,2026-02-12 14:15:00 UTC,2026-02-12,14,15,Thursday,Down,0,54240.133649,0.01,,0.01,0.01,True,68008.01,67960.14,68008.01,67873.57,-0.00070389,9.494e-05,0.00197683,803,278,52739.5746,0.5809,0.4732,0.52,0.2681,0.4044,0.32,0.09
btc-updown-5m-1770906000,1770906000,2026-02-12 14:20:00 UTC,2026-02-12,14,20,Thursday,Down,0,41163.07817,0.79,0.65,0.82,0.17,True,67960.13,67941.7,68084.48,67924.0,-0.00027119,8.408e-05,0.00236138,889,270,159098.4977,0.197,0.3487,0.49,0.58,0.7389,0.8513,0.4249
btc-updown-5m-1770906300,1770906300,2026-02-12 14:25:00 UTC,2026-02-12,14,25,Thursday,Up,1,60680.402369,0.99,0.99,1,0.01,True,67941.69,67994.9,68007.6,67914.36,0.00078317,6.469e-05,0.00137235,733,239,59936.9732,0.5779,0.442,0.5,0.54,0.47,0.5747,0.65
btc-updown-5m-1770906600,1770906600,2026-02-12 14:30:00 UTC,2026-02-12,14,30,Thursday,Up,1,67128.510536,0.99,0.99,1,0.01,True,67969.4,68197.93,68279.62,67900.01,0.00336225,0.00022754,0.00558501,1215,262,66527.2008,0.4832,0.3416,0.51,0.662,0.8345,0.97,0.95
btc-updown-5m-1770906900,1770906900,2026-02-12 14:35:00 UTC,2026-02-12,14,35,Thursday,Down,0,42954.959445,0.02,0.01,0.02,0.01,True,68202.85,67884.34,68235.0,67741.64,-0.00467004,0.00021335,0.00723372,740,282,67373.0508,0.3851,0.5446,0.49,0.1,0.02,0.01,0.0183
btc-updown-5m-1770907200,1770907200,2026-02-12 14:40:00 UTC,2026-02-12,14,40,Thursday,Down,0,40050.236175,0.04,0.01,0.02,0.01,True,67900.02,67625.01,68043.79,67609.61,-0.00405022,0.00019537,0.0063944,873,245,56642.67,0.506,0.4066,0.5003,0.69,0.7,0.3,0.2632
btc-updown-5m-1770907500,1770907500,2026-02-12 14:45:00 UTC,2026-02-12,14,45,Thursday,Up,1,81973.698974,0.99,0.99,1,0.01,True,67659.99,67631.24,67794.94,67504.71,-0.00042492,0.00020728,0.00428954,1046,285,194666.1839,0.3853,0.4474,0.5433,0.3613,0.5419,0.85,0.51
btc-updown-5m-1770907800,1770907800,2026-02-12 14:50:00 UTC,2026-02-12,14,50,Thursday,Up,1,51028.779195,0.99,0.99,1,0.01,True,67635.82,67984.06,67993.58,67620.56,0.00514875,0.0002099,0.00551512,606,242,47770.3686,0.5004,0.4026,0.54,0.81,0.71,0.88,0.99
